time,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2022-02-18,11.6,5.9,1.5,Orleans
2022-02-19,9.6,1.1,0.0,Orleans
2022-02-20,12.6,8.0,1.3,Orleans
2022-02-21,10.8,5.7,2.7,Orleans
2022-02-22,11.2,3.8,0.8,Orleans
2022-02-23,12.4,4.2,0.1,Orleans
2022-02-24,11.7,2.5,3.2,Orleans
2022-02-25,9.6,0.4,1.3,Orleans
2022-02-26,9.1,-0.2,0.0,Orleans
2022-02-27,10.9,-0.9,0.0,Orleans
2022-02-28,11.9,-2.2,0.0,Orleans
2022-03-01,13.1,0.4,0.0,Orleans
2022-03-02,13.2,4.2,0.0,Orleans
2022-03-03,12.6,5.9,0.1,Orleans
2022-03-04,11.9,6.8,5.6,Orleans
2022-03-05,10.8,3.6,0.1,Orleans
2022-03-06,8.1,1.2,0.0,Orleans
2022-03-07,7.4,-1.2,0.0,Orleans
2022-03-08,14.9,0.3,0.0,Orleans
2022-03-09,15.1,4.0,0.0,Orleans
2022-03-10,16.5,4.3,0.0,Orleans
2022-03-11,13.3,7.6,5.0,Orleans
2022-03-12,10.2,6.0,4.3,Orleans
2022-03-13,9.2,5.3,7.3,Orleans
2022-03-14,14.3,2.5,0.0,Orleans
2022-03-15,15.6,9.2,3.5,Orleans
2022-03-16,18.5,5.7,0.1,Orleans
2022-03-17,11.1,6.3,1.6,Orleans
2022-03-18,13.6,4.1,0.0,Orleans
2022-03-19,14.6,6.8,0.0,Orleans
2022-03-20,13.7,4.8,1.6,Orleans
2022-03-21,17.5,5.1,0.0,Orleans
2022-03-22,16.4,4.7,0.0,Orleans
2022-03-23,17.0,3.2,0.0,Orleans
2022-03-24,18.9,3.2,0.0,Orleans
2022-03-25,19.0,5.3,0.0,Orleans
2022-03-26,18.6,6.1,0.0,Orleans
2022-03-27,20.0,5.7,0.0,Orleans
2022-03-28,20.9,5.8,0.0,Orleans
2022-03-29,16.2,7.2,6.1,Orleans
2022-03-30,13.0,6.9,6.4,Orleans
2022-03-31,8.2,2.7,3.1,Orleans
2022-04-01,4.5,0.8,1.6,Orleans
2022-04-02,6.5,-0.1,0.2,Orleans
2022-04-03,7.4,-0.3,0.0,Orleans
2022-04-04,9.6,-1.5,0.0,Orleans
2022-04-05,11.9,6.2,1.0,Orleans
2022-04-06,11.9,5.0,1.5,Orleans
2022-04-07,14.6,9.4,7.1,Orleans
2022-04-08,15.3,3.9,26.0,Orleans
2022-04-09,10.1,2.4,2.9,Orleans
2022-04-10,13.5,1.4,0.0,Orleans
2022-04-11,19.8,5.5,0.0,Orleans
2022-04-12,19.5,8.9,0.0,Orleans
2022-04-13,16.4,10.6,14.1,Orleans
2022-04-14,19.4,9.4,0.7,Orleans
2022-04-15,20.5,7.6,0.0,Orleans
2022-04-16,18.9,9.1,0.1,Orleans
2022-04-17,19.1,6.4,0.0,Orleans
2022-04-18,18.5,5.2,0.0,Orleans
2022-04-19,14.9,7.0,0.1,Orleans
2022-04-20,18.4,7.3,0.0,Orleans
2022-04-21,18.1,6.7,0.0,Orleans
2022-04-22,18.5,8.2,0.2,Orleans
2022-04-23,20.4,10.1,4.2,Orleans
2022-04-24,17.4,9.8,0.9,Orleans
2022-04-25,15.0,7.2,0.5,Orleans
2022-04-26,14.9,4.8,0.0,Orleans
2022-04-27,19.4,5.8,0.0,Orleans
2022-04-28,20.7,8.1,0.0,Orleans
2022-04-29,20.2,10.0,3.4,Orleans
2022-04-30,16.8,6.3,0.1,Orleans
2022-05-01,16.6,5.8,0.0,Orleans
2022-05-02,17.1,7.6,0.0,Orleans
2022-05-03,18.7,9.6,0.0,Orleans
2022-05-04,16.3,10.2,1.8,Orleans
2022-05-05,17.6,6.7,0.6,Orleans
2022-05-06,20.4,8.5,0.0,Orleans
2022-05-07,20.6,10.1,2.1,Orleans
2022-05-08,20.7,10.9,0.2,Orleans
2022-05-09,24.5,10.6,0.0,Orleans
2022-05-10,26.1,12.4,0.0,Orleans
2022-05-11,24.1,12.4,0.0,Orleans
2022-05-12,21.0,11.6,0.2,Orleans
2022-05-13,20.5,9.6,0.0,Orleans
2022-05-14,23.8,10.2,0.0,Orleans
2022-05-15,29.2,13.9,0.7,Orleans
2022-05-16,24.8,15.9,0.2,Orleans
2022-05-17,29.0,13.4,0.0,Orleans
2022-05-18,28.8,15.8,0.0,Orleans
2022-05-19,25.2,18.9,1.1,Orleans
2022-05-20,25.4,15.1,5.8,Orleans
2022-05-21,25.5,10.8,0.0,Orleans
2022-05-22,25.2,14.4,9.4,Orleans
2022-05-23,20.0,13.3,8.1,Orleans
2022-05-24,17.7,10.4,0.9,Orleans
2022-05-25,19.3,9.1,0.0,Orleans
2022-05-26,20.2,12.9,0.2,Orleans
2022-05-27,18.8,11.3,0.2,Orleans
2022-05-28,19.6,9.4,0.0,Orleans
2022-05-29,15.2,8.1,0.0,Orleans
2022-05-30,18.5,8.1,0.0,Orleans
2022-05-31,22.2,9.4,0.0,Orleans
2022-06-01,22.7,8.0,0.0,Orleans
2022-06-02,24.2,12.6,0.0,Orleans
2022-06-03,25.1,14.6,3.1,Orleans
2022-06-04,27.4,15.2,2.8,Orleans
2022-06-05,22.8,15.5,3.1,Orleans
2022-06-06,20.1,13.1,0.4,Orleans
2022-06-07,21.3,14.1,3.6,Orleans
2022-06-08,20.8,13.9,16.0,Orleans
2022-06-09,18.9,10.9,0.6,Orleans
2022-06-10,23.2,12.2,0.0,Orleans
2022-06-11,26.1,12.1,0.0,Orleans
2022-06-12,23.4,13.8,0.0,Orleans
2022-06-13,22.7,9.9,0.0,Orleans
2022-06-14,25.9,12.3,0.1,Orleans
2022-06-15,30.4,15.5,0.0,Orleans
2022-06-16,29.0,16.5,0.0,Orleans
2022-06-17,32.0,16.6,0.0,Orleans
2022-06-18,36.3,19.0,0.0,Orleans
2022-06-19,29.4,17.1,7.2,Orleans
2022-06-20,24.5,18.3,5.4,Orleans
2022-06-21,26.6,15.4,18.8,Orleans
2022-06-22,24.5,17.4,4.0,Orleans
2022-06-23,25.5,16.6,0.6,Orleans
2022-06-24,21.8,16.4,2.6,Orleans
2022-06-25,17.8,13.9,12.6,Orleans
2022-06-26,20.0,12.9,1.1,Orleans
2022-06-27,21.0,12.8,0.0,Orleans
2022-06-28,24.0,10.0,0.0,Orleans
2022-06-29,24.4,10.9,0.0,Orleans
2022-06-30,17.6,12.6,15.3,Orleans
2022-07-01,20.5,9.4,0.0,Orleans
2022-07-02,25.1,9.7,0.0,Orleans
2022-07-03,23.9,13.2,0.0,Orleans
2022-07-04,24.7,12.4,0.0,Orleans
2022-07-05,24.9,12.1,0.0,Orleans
2022-07-06,28.4,13.8,0.0,Orleans
2022-07-07,23.5,14.0,0.0,Orleans
2022-07-08,25.9,12.8,0.0,Orleans
2022-07-09,28.4,15.5,0.0,Orleans
2022-07-10,26.5,14.9,0.0,Orleans
2022-07-11,29.0,16.2,0.0,Orleans
2022-07-12,30.5,17.0,0.0,Orleans
2022-07-13,33.0,15.8,0.0,Orleans
2022-07-14,31.2,17.5,0.0,Orleans
2022-07-15,27.1,17.0,0.0,Orleans
2022-07-16,28.5,14.9,0.0,Orleans
2022-07-17,31.0,17.0,0.0,Orleans
2022-07-18,35.8,18.2,0.0,Orleans
2022-07-19,37.0,21.4,0.0,Orleans
2022-07-20,24.6,18.2,6.7,Orleans
2022-07-21,26.7,16.8,0.0,Orleans
2022-07-22,25.3,17.5,2.6,Orleans
2022-07-23,25.0,17.2,0.1,Orleans
2022-07-24,29.4,14.9,0.0,Orleans
2022-07-25,25.0,19.2,1.1,Orleans
2022-07-26,22.6,15.8,0.2,Orleans
2022-07-27,23.8,15.8,0.0,Orleans
2022-07-28,26.8,14.8,0.0,Orleans
2022-07-29,27.5,16.2,0.0,Orleans
2022-07-30,29.3,15.2,0.0,Orleans
2022-07-31,28.5,16.7,0.0,Orleans
2022-08-01,26.6,16.6,0.1,Orleans
2022-08-02,29.5,16.7,0.0,Orleans
2022-08-03,32.7,17.7,0.0,Orleans
2022-08-04,29.5,20.0,0.1,Orleans
2022-08-05,26.1,16.9,1.5,Orleans
2022-08-06,24.0,14.0,0.0,Orleans
2022-08-07,26.2,14.4,0.0,Orleans
2022-08-08,28.6,15.5,0.0,Orleans
2022-08-09,30.4,17.1,0.0,Orleans
2022-08-10,31.3,19.0,0.0,Orleans
2022-08-11,31.0,19.2,0.0,Orleans
2022-08-12,32.1,18.1,0.0,Orleans
2022-08-13,32.0,18.0,0.0,Orleans
2022-08-14,23.8,19.6,11.1,Orleans
2022-08-15,26.1,16.8,1.5,Orleans
2022-08-16,25.7,16.5,2.8,Orleans
2022-08-17,23.2,16.8,1.6,Orleans
2022-08-18,26.0,15.5,1.2,Orleans
2022-08-19,24.6,16.4,4.0,Orleans
2022-08-20,23.7,12.2,0.0,Orleans
2022-08-21,24.3,11.8,0.2,Orleans
2022-08-22,23.8,15.4,1.1,Orleans
2022-08-23,27.4,16.5,0.3,Orleans
2022-08-24,31.0,17.4,0.0,Orleans
2022-08-25,31.4,17.8,0.0,Orleans
2022-08-26,26.8,16.4,0.0,Orleans
2022-08-27,26.4,16.0,0.0,Orleans
2022-08-28,27.1,14.6,0.0,Orleans
2022-08-29,30.4,16.4,0.0,Orleans
2022-08-30,25.8,16.0,5.9,Orleans
2022-08-31,28.1,15.1,0.0,Orleans
2022-09-01,29.0,14.6,0.0,Orleans
2022-09-02,22.0,17.0,9.6,Orleans
2022-09-03,24.0,15.4,0.9,Orleans
2022-09-04,28.7,14.0,0.0,Orleans
2022-09-05,27.0,16.9,0.5,Orleans
2022-09-06,29.4,15.1,0.6,Orleans
2022-09-07,23.5,15.4,1.8,Orleans
2022-09-08,22.0,14.3,0.7,Orleans
2022-09-09,20.9,14.6,1.5,Orleans
2022-09-10,20.6,12.9,0.5,Orleans
2022-09-11,24.4,12.2,0.1,Orleans
2022-09-12,28.6,14.0,0.0,Orleans
2022-09-13,27.5,19.1,0.0,Orleans
2022-09-14,25.5,16.9,6.2,Orleans
2022-09-15,22.2,15.6,0.8,Orleans
2022-09-16,19.0,11.5,0.2,Orleans
2022-09-17,17.6,8.1,0.0,Orleans
2022-09-18,18.9,5.7,0.0,Orleans
2022-09-19,18.0,8.4,0.0,Orleans
2022-09-20,18.4,7.9,0.0,Orleans
2022-09-21,19.1,8.5,0.0,Orleans
2022-09-22,20.1,7.2,0.0,Orleans
2022-09-23,20.1,8.4,0.0,Orleans
2022-09-24,17.5,12.0,0.3,Orleans
2022-09-25,18.4,10.6,0.0,Orleans
2022-09-26,16.1,9.8,8.3,Orleans
2022-09-27,14.3,9.4,7.7,Orleans
2022-09-28,13.9,10.4,8.3,Orleans
2022-09-29,13.4,7.8,3.8,Orleans
2022-09-30,17.1,5.2,0.7,Orleans
2022-10-01,18.8,12.1,11.8,Orleans
2022-10-02,21.3,13.0,2.5,Orleans
2022-10-03,16.4,9.7,0.0,Orleans
2022-10-04,19.1,7.2,0.1,Orleans
2022-10-05,22.5,10.6,0.1,Orleans
2022-10-06,17.8,7.9,0.4,Orleans
2022-10-07,17.5,7.0,0.1,Orleans
2022-10-08,18.0,6.7,0.0,Orleans
2022-10-09,19.0,6.6,0.0,Orleans
2022-10-10,19.0,10.8,9.4,Orleans
2022-10-11,17.8,10.8,0.0,Orleans
2022-10-12,19.2,8.0,0.0,Orleans
2022-10-13,16.2,11.2,2.8,Orleans
2022-10-14,18.6,14.6,11.4,Orleans
2022-10-15,18.6,14.9,13.2,Orleans
2022-10-16,22.7,15.1,0.8,Orleans
2022-10-17,19.3,15.6,12.1,Orleans
2022-10-18,20.5,12.2,1.9,Orleans
2022-10-19,23.2,14.2,0.0,Orleans
2022-10-20,21.4,15.6,10.2,Orleans
2022-10-21,20.1,14.1,7.6,Orleans
2022-10-22,20.7,11.9,0.0,Orleans
2022-10-23,22.1,15.0,1.0,Orleans
2022-10-24,18.1,13.2,2.1,Orleans
2022-10-25,19.4,10.7,0.2,Orleans
2022-10-26,21.8,13.6,0.0,Orleans
2022-10-27,23.8,15.2,0.0,Orleans
2022-10-28,22.8,16.0,0.0,Orleans
2022-10-29,25.0,13.9,0.0,Orleans
2022-10-30,18.8,11.1,0.0,Orleans
2022-10-31,20.8,11.4,5.0,Orleans
2022-11-01,16.5,11.2,0.2,Orleans
2022-11-02,15.6,9.3,0.0,Orleans
2022-11-03,14.7,9.8,5.2,Orleans
2022-11-04,11.9,5.9,5.4,Orleans
2022-11-05,11.2,3.9,0.0,Orleans
2022-11-06,12.8,8.6,2.5,Orleans
2022-11-07,15.2,11.0,0.4,Orleans
2022-11-08,16.6,10.6,2.4,Orleans
2022-11-09,14.8,8.8,0.6,Orleans
2022-11-10,12.1,5.6,0.0,Orleans
2022-11-11,14.8,5.8,0.0,Orleans
2022-11-12,16.6,7.7,0.0,Orleans
2022-11-13,15.1,7.1,0.0,Orleans
2022-11-14,15.1,7.6,0.0,Orleans
2022-11-15,13.9,8.3,2.7,Orleans
2022-11-16,13.6,8.6,7.2,Orleans
2022-11-17,13.6,9.1,2.3,Orleans
2022-11-18,11.1,4.9,0.4,Orleans
2022-11-19,10.4,2.5,0.2,Orleans
2022-11-20,9.2,2.5,3.6,Orleans
2022-11-21,9.6,5.3,5.7,Orleans
2022-11-22,10.6,5.2,2.1,Orleans
2022-11-23,12.6,5.4,2.0,Orleans
2022-11-24,12.3,6.7,2.2,Orleans
2022-11-25,11.8,3.9,0.3,Orleans
2022-11-26,9.1,2.0,0.0,Orleans
2022-11-27,11.1,5.9,1.6,Orleans
2022-11-28,10.9,5.6,6.0,Orleans
2022-11-29,8.1,3.9,0.1,Orleans
2022-11-30,7.3,4.8,0.0,Orleans
2022-12-01,6.6,4.9,0.0,Orleans
2022-12-02,6.0,2.5,2.6,Orleans
2022-12-03,4.7,2.2,1.4,Orleans
2022-12-04,5.4,1.0,3.0,Orleans
2022-12-05,4.7,3.1,0.0,Orleans
2022-12-06,5.0,1.9,0.1,Orleans
2022-12-07,4.8,-0.3,0.0,Orleans
2022-12-08,3.5,2.0,0.0,Orleans
2022-12-09,2.7,-0.5,0.0,Orleans
2022-12-10,2.5,-1.8,0.1,Orleans
2022-12-11,1.8,-4.9,0.0,Orleans
2022-12-12,1.2,-4.7,0.0,Orleans
2022-12-13,2.3,-3.6,0.0,Orleans
2022-12-14,0.8,-0.3,16.4,Orleans
2022-12-15,2.2,-1.5,0.0,Orleans
2022-12-16,3.2,-3.0,0.0,Orleans
2022-12-17,0.4,-4.1,0.0,Orleans
2022-12-18,5.9,-4.7,1.0,Orleans
2022-12-19,11.6,3.8,0.4,Orleans
2022-12-20,12.8,8.1,5.4,Orleans
2022-12-21,12.1,8.4,8.4,Orleans
2022-12-22,13.5,10.4,11.2,Orleans
2022-12-23,13.9,10.8,13.1,Orleans
2022-12-24,11.4,9.4,3.1,Orleans
2022-12-25,14.7,8.5,0.3,Orleans
2022-12-26,11.3,4.4,2.0,Orleans
2022-12-27,8.7,2.5,0.4,Orleans
2022-12-28,11.6,7.8,2.9,Orleans
2022-12-29,11.4,6.4,4.8,Orleans
2022-12-30,13.9,5.7,8.6,Orleans
2022-12-31,16.4,12.9,0.1,Orleans
2022-01-01,7.8,3.7,0.0,Dijon
2022-01-02,12.6,3.4,0.0,Dijon
2022-01-03,11.1,9.6,2.0,Dijon
2022-01-04,11.6,6.7,9.7,Dijon
2022-01-05,6.6,-0.9,1.7,Dijon
2022-01-06,4.0,-1.8,0.0,Dijon
2022-01-07,3.2,-1.4,3.4,Dijon
2022-01-08,4.7,0.9,14.3,Dijon
2022-01-09,5.7,1.9,5.0,Dijon
2022-01-10,3.3,-1.4,0.0,Dijon
2022-01-11,4.4,-2.0,0.0,Dijon
2022-01-12,3.8,-2.5,0.0,Dijon
2022-01-13,4.4,-2.8,0.0,Dijon
2022-01-14,2.7,-4.5,0.0,Dijon
2022-01-15,2.6,-5.1,0.0,Dijon
2022-01-16,-0.4,-6.3,0.1,Dijon
2022-01-17,2.3,-1.1,0.0,Dijon
2022-01-18,6.8,-2.5,0.0,Dijon
2022-01-19,3.7,-2.5,1.0,Dijon
2022-01-20,4.8,-0.5,1.5,Dijon
2022-01-21,3.3,-1.8,0.0,Dijon
2022-01-22,3.2,-0.3,0.0,Dijon
2022-01-23,5.8,-0.3,0.0,Dijon
2022-01-24,2.0,-3.2,0.0,Dijon
2022-01-25,2.2,-3.8,0.0,Dijon
2022-01-26,0.6,-2.3,0.0,Dijon
2022-01-27,0.6,-2.2,0.1,Dijon
2022-01-28,5.0,-1.1,0.1,Dijon
2022-01-29,2.8,-1.1,0.2,Dijon
2022-01-30,6.8,1.0,0.5,Dijon
2022-01-31,5.1,1.5,2.4,Dijon
2022-02-01,6.6,-0.4,1.3,Dijon
2022-02-02,8.0,3.1,1.1,Dijon
2022-02-03,7.9,0.1,0.0,Dijon
2022-02-04,7.4,4.3,1.4,Dijon
2022-02-05,7.8,-2.2,0.0,Dijon
2022-02-06,8.1,1.0,6.3,Dijon
2022-02-07,8.5,-1.8,2.1,Dijon
2022-02-08,10.4,-1.7,0.0,Dijon
2022-02-09,10.1,-2.4,0.0,Dijon
2022-02-10,8.4,0.9,1.5,Dijon
2022-02-11,6.8,-0.8,2.9,Dijon
2022-02-12,3.9,-2.0,0.0,Dijon
2022-02-13,10.2,-0.2,0.0,Dijon
2022-02-14,8.2,4.2,4.3,Dijon
2022-02-15,8.2,3.5,0.4,Dijon
2022-02-16,11.1,4.3,13.0,Dijon
2022-02-17,11.4,5.2,2.8,Dijon
2022-02-18,13.6,6.2,1.0,Dijon
2022-02-19,8.3,2.0,0.0,Dijon
2022-02-20,9.3,4.7,0.4,Dijon
2022-02-21,8.9,4.4,6.2,Dijon
2022-02-22,9.1,4.7,0.4,Dijon
2022-02-23,11.6,3.0,0.0,Dijon
2022-02-24,12.1,3.3,2.1,Dijon
2022-02-25,7.3,0.0,0.0,Dijon
2022-02-26,6.8,-1.1,0.0,Dijon
2022-02-27,8.1,-2.5,0.0,Dijon
2022-02-28,9.1,-3.6,0.0,Dijon
2022-03-01,9.5,-0.4,0.0,Dijon
2022-03-02,9.9,-0.6,0.0,Dijon
2022-03-03,12.4,4.6,0.2,Dijon
2022-03-04,10.5,0.6,0.0,Dijon
2022-03-05,8.2,-1.6,0.0,Dijon
2022-03-06,5.9,-2.5,0.0,Dijon
2022-03-07,6.4,-2.5,0.0,Dijon
2022-03-08,9.6,-3.8,0.0,Dijon
2022-03-09,11.4,-1.8,0.0,Dijon
2022-03-10,12.6,-0.3,0.0,Dijon
2022-03-11,13.6,4.3,2.2,Dijon
2022-03-12,9.8,5.9,2.2,Dijon
2022-03-13,10.1,5.0,11.6,Dijon
2022-03-14,11.9,1.6,0.3,Dijon
2022-03-15,15.9,6.9,4.7,Dijon
2022-03-16,16.0,6.2,0.0,Dijon
2022-03-17,12.1,8.2,0.2,Dijon
2022-03-18,12.8,5.7,0.0,Dijon
2022-03-19,13.7,5.6,0.0,Dijon
2022-03-20,15.0,2.6,0.7,Dijon
2022-03-21,14.9,4.3,0.0,Dijon
2022-03-22,13.9,1.9,0.0,Dijon
2022-03-23,14.8,4.6,0.0,Dijon
2022-03-24,17.2,4.2,0.0,Dijon
2022-03-25,17.8,5.4,0.0,Dijon
2022-03-26,17.8,6.0,0.0,Dijon
2022-03-27,17.8,6.6,0.0,Dijon
2022-03-28,19.5,8.1,0.0,Dijon
2022-03-29,16.1,8.4,0.8,Dijon
2022-03-30,14.2,7.8,2.9,Dijon
2022-03-31,8.9,3.9,2.6,Dijon
2022-04-01,3.8,0.3,3.6,Dijon
2022-04-02,3.3,-0.8,2.6,Dijon
2022-04-03,4.4,-1.8,0.2,Dijon
2022-04-04,8.9,-2.5,0.0,Dijon
2022-04-05,11.4,5.6,0.2,Dijon
2022-04-06,13.1,7.8,0.2,Dijon
2022-04-07,12.2,8.2,7.4,Dijon
2022-04-08,13.2,6.9,12.1,Dijon
2022-04-09,7.8,1.4,3.5,Dijon
2022-04-10,10.5,-1.7,0.0,Dijon
2022-04-11,16.0,0.4,0.0,Dijon
2022-04-12,19.5,8.8,0.0,Dijon
2022-04-13,19.2,8.2,3.4,Dijon
2022-04-14,18.5,10.4,0.0,Dijon
2022-04-15,20.5,9.8,0.0,Dijon
2022-04-16,17.5,9.0,0.0,Dijon
2022-04-17,17.8,5.4,0.0,Dijon
2022-04-18,17.6,4.7,0.0,Dijon
2022-04-19,18.3,6.1,0.0,Dijon
2022-04-20,18.8,7.8,0.0,Dijon
2022-04-21,18.0,6.2,0.0,Dijon
2022-04-22,18.6,6.8,0.0,Dijon
2022-04-23,16.8,7.9,6.1,Dijon
2022-04-24,14.6,7.4,3.4,Dijon
2022-04-25,13.6,8.9,8.7,Dijon
2022-04-26,14.7,7.5,0.5,Dijon
2022-04-27,17.1,5.2,0.0,Dijon
2022-04-28,19.7,6.8,0.0,Dijon
2022-04-29,18.5,8.2,2.3,Dijon
2022-04-30,16.3,7.3,0.0,Dijon
2022-05-01,15.5,5.5,0.0,Dijon
2022-05-02,18.1,7.2,0.0,Dijon
2022-05-03,20.2,8.9,0.7,Dijon
2022-05-04,19.6,7.6,8.6,Dijon
2022-05-05,16.0,9.7,2.1,Dijon
2022-05-06,18.4,8.6,0.0,Dijon
2022-05-07,20.0,9.4,0.0,Dijon
2022-05-08,21.0,10.6,0.0,Dijon
2022-05-09,22.1,10.8,0.0,Dijon
2022-05-10,24.6,10.6,0.0,Dijon
2022-05-11,27.5,12.9,0.0,Dijon
2022-05-12,22.6,13.2,6.1,Dijon
2022-05-13,21.1,13.1,5.6,Dijon
2022-05-14,22.6,10.4,0.0,Dijon
2022-05-15,26.0,11.4,3.6,Dijon
2022-05-16,23.5,14.1,0.6,Dijon
2022-05-17,25.5,13.1,0.0,Dijon
2022-05-18,27.9,14.9,0.0,Dijon
2022-05-19,27.6,17.0,0.1,Dijon
2022-05-20,30.5,17.0,0.2,Dijon
2022-05-21,24.1,11.0,0.0,Dijon
2022-05-22,25.6,13.9,0.1,Dijon
2022-05-23,23.2,13.6,9.3,Dijon
2022-05-24,17.8,11.6,2.1,Dijon
2022-05-25,19.4,9.2,0.0,Dijon
2022-05-26,20.3,10.3,0.3,Dijon
2022-05-27,20.0,11.0,0.3,Dijon
2022-05-28,18.6,10.6,0.0,Dijon
2022-05-29,17.0,8.4,0.0,Dijon
2022-05-30,19.8,7.2,0.0,Dijon
2022-05-31,22.4,9.1,0.1,Dijon
2022-06-01,21.4,8.7,0.0,Dijon
2022-06-02,23.8,12.4,0.1,Dijon
2022-06-03,23.2,15.2,18.0,Dijon
2022-06-04,27.1,16.1,7.1,Dijon
2022-06-05,23.6,15.5,14.1,Dijon
2022-06-06,22.9,13.5,2.5,Dijon
2022-06-07,21.0,12.5,1.3,Dijon
2022-06-08,19.7,11.6,9.7,Dijon
2022-06-09,17.9,11.2,0.4,Dijon
2022-06-10,22.9,8.9,0.0,Dijon
2022-06-11,27.2,12.4,0.0,Dijon
2022-06-12,29.5,15.0,2.8,Dijon
2022-06-13,22.9,14.2,0.7,Dijon
2022-06-14,27.0,12.4,0.0,Dijon
2022-06-15,30.6,15.3,1.3,Dijon
2022-06-16,29.4,18.1,0.0,Dijon
2022-06-17,30.9,16.2,0.0,Dijon
2022-06-18,34.6,18.0,0.0,Dijon
2022-06-19,34.3,23.2,0.0,Dijon
2022-06-20,29.5,19.7,0.3,Dijon
2022-06-21,29.2,18.5,0.5,Dijon
2022-06-22,25.2,17.5,6.7,Dijon
2022-06-23,25.1,14.5,4.2,Dijon
2022-06-24,21.8,14.4,2.6,Dijon
2022-06-25,25.0,12.3,0.6,Dijon
2022-06-26,18.4,14.9,31.0,Dijon
2022-06-27,19.0,12.8,22.8,Dijon
2022-06-28,23.9,11.9,0.0,Dijon
2022-06-29,26.4,14.2,0.0,Dijon
2022-06-30,22.6,12.9,8.0,Dijon
2022-07-01,21.0,10.4,0.4,Dijon
2022-07-02,24.6,11.6,0.0,Dijon
2022-07-03,28.0,13.1,1.5,Dijon
2022-07-04,23.8,15.2,4.0,Dijon
2022-07-05,25.5,14.1,0.0,Dijon
2022-07-06,22.4,13.9,0.0,Dijon
2022-07-07,22.7,12.4,0.0,Dijon
2022-07-08,23.9,12.6,0.0,Dijon
2022-07-09,26.1,14.6,0.0,Dijon
2022-07-10,24.8,14.6,0.0,Dijon
2022-07-11,27.1,14.9,0.0,Dijon
2022-07-12,28.8,16.4,0.0,Dijon
2022-07-13,30.6,17.0,0.0,Dijon
2022-07-14,33.6,19.1,0.0,Dijon
2022-07-15,27.7,17.9,0.0,Dijon
2022-07-16,27.7,15.6,0.0,Dijon
2022-07-17,30.7,16.4,0.0,Dijon
2022-07-18,35.0,18.2,0.0,Dijon
2022-07-19,36.7,18.8,0.0,Dijon
2022-07-20,28.6,18.5,15.6,Dijon
2022-07-21,27.9,18.0,0.0,Dijon
2022-07-22,32.3,17.8,0.0,Dijon
2022-07-23,26.5,18.1,0.1,Dijon
2022-07-24,30.6,17.0,0.0,Dijon
2022-07-25,28.0,19.8,0.2,Dijon
2022-07-26,24.5,15.6,0.1,Dijon
2022-07-27,25.2,15.4,0.0,Dijon
2022-07-28,28.6,15.1,0.0,Dijon
2022-07-29,25.7,17.4,0.0,Dijon
2022-07-30,29.5,15.9,0.0,Dijon
2022-07-31,30.5,17.7,0.0,Dijon
2022-08-01,28.8,16.7,0.1,Dijon
2022-08-02,30.4,16.2,0.0,Dijon
2022-08-03,33.0,19.4,0.0,Dijon
2022-08-04,36.4,20.8,0.0,Dijon
2022-08-05,27.0,20.0,5.3,Dijon
2022-08-06,27.5,16.8,0.0,Dijon
2022-08-07,28.5,15.5,0.0,Dijon
2022-08-08,29.7,16.6,0.0,Dijon
2022-08-09,31.6,18.4,0.0,Dijon
2022-08-10,31.1,19.5,0.0,Dijon
2022-08-11,31.4,19.0,0.0,Dijon
2022-08-12,31.5,18.5,0.0,Dijon
2022-08-13,31.0,17.5,0.0,Dijon
2022-08-14,27.7,16.6,1.2,Dijon
2022-08-15,21.6,15.9,10.0,Dijon
2022-08-16,27.2,14.8,1.2,Dijon
2022-08-17,24.9,15.2,3.4,Dijon
2022-08-18,22.6,16.6,9.4,Dijon
2022-08-19,23.8,17.5,2.2,Dijon
2022-08-20,23.8,15.1,3.1,Dijon
2022-08-21,25.0,12.8,0.0,Dijon
2022-08-22,25.7,14.9,0.0,Dijon
2022-08-23,27.1,16.4,0.0,Dijon
2022-08-24,28.9,17.4,0.0,Dijon
2022-08-25,30.0,15.9,0.0,Dijon
2022-08-26,24.2,17.8,0.1,Dijon
2022-08-27,24.1,16.1,0.1,Dijon
2022-08-28,26.7,16.0,0.0,Dijon
2022-08-29,28.3,16.2,0.0,Dijon
2022-08-30,26.3,17.1,12.2,Dijon
2022-08-31,25.2,15.2,0.2,Dijon
2022-09-01,25.1,14.6,0.0,Dijon
2022-09-02,24.1,13.6,0.5,Dijon
2022-09-03,23.9,14.8,2.8,Dijon
2022-09-04,26.2,13.4,0.0,Dijon
2022-09-05,28.3,14.8,0.1,Dijon
2022-09-06,27.0,17.4,2.0,Dijon
2022-09-07,22.2,15.2,4.5,Dijon
2022-09-08,21.8,13.1,0.7,Dijon
2022-09-09,19.8,13.3,0.6,Dijon
2022-09-10,19.1,13.5,0.9,Dijon
2022-09-11,21.8,10.5,0.0,Dijon
2022-09-12,25.4,11.6,0.0,Dijon
2022-09-13,28.0,14.3,1.2,Dijon
2022-09-14,24.8,18.0,1.0,Dijon
2022-09-15,21.0,13.6,28.7,Dijon
2022-09-16,18.0,10.8,0.2,Dijon
2022-09-17,15.3,7.7,0.0,Dijon
2022-09-18,17.1,5.3,0.0,Dijon
2022-09-19,16.1,7.1,0.0,Dijon
