time,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2022-10-10,20.9,6.2,0.9,Metz
2022-10-11,15.8,7.9,0.1,Metz
2022-10-12,16.2,4.3,0.0,Metz
2022-10-13,16.1,7.7,1.5,Metz
2022-10-14,15.6,11.3,10.7,Metz
2022-10-15,18.5,14.1,4.4,Metz
2022-10-16,19.4,14.1,4.6,Metz
2022-10-17,21.8,14.6,2.9,Metz
2022-10-18,19.2,13.0,4.8,Metz
2022-10-19,19.0,11.4,0.0,Metz
2022-10-20,17.4,12.1,1.2,Metz
2022-10-21,18.8,14.9,3.2,Metz
2022-10-22,19.2,12.4,1.1,Metz
2022-10-23,21.0,11.6,0.2,Metz
2022-10-24,18.6,13.2,1.2,Metz
2022-10-25,17.5,11.9,0.1,Metz
2022-10-26,19.5,10.3,0.3,Metz
2022-10-27,21.2,9.1,0.5,Metz
2022-10-28,23.1,14.0,0.0,Metz
2022-10-29,21.3,11.6,0.0,Metz
2022-10-30,20.9,11.4,0.0,Metz
2022-10-31,19.0,8.8,0.0,Metz
2022-11-01,16.6,10.5,4.9,Metz
2022-11-02,14.4,8.8,0.0,Metz
2022-11-03,13.9,8.7,10.4,Metz
2022-11-04,10.0,7.0,4.6,Metz
2022-11-05,9.6,4.2,0.0,Metz
2022-11-06,10.9,4.4,0.4,Metz
2022-11-07,13.8,10.1,0.2,Metz
2022-11-08,16.5,8.2,0.8,Metz
2022-11-09,13.2,9.1,7.1,Metz
2022-11-10,12.1,6.0,0.0,Metz
2022-11-11,9.6,3.7,0.0,Metz
2022-11-12,9.4,3.3,0.0,Metz
2022-11-13,12.2,3.2,0.0,Metz
2022-11-14,11.4,1.9,4.3,Metz
2022-11-15,12.6,7.3,3.9,Metz
2022-11-16,12.4,8.6,12.9,Metz
2022-11-17,11.5,8.8,16.4,Metz
2022-11-18,9.3,5.6,6.3,Metz
2022-11-19,8.7,4.7,0.6,Metz
2022-11-20,8.2,4.4,2.6,Metz
2022-11-21,8.6,5.2,3.8,Metz
2022-11-22,7.5,5.1,2.9,Metz
2022-11-23,9.2,2.8,4.4,Metz
2022-11-24,10.2,5.6,1.5,Metz
2022-11-25,9.8,4.4,3.0,Metz
2022-11-26,7.4,2.8,0.0,Metz
2022-11-27,7.6,1.9,0.0,Metz
2022-11-28,7.9,4.7,3.1,Metz
2022-11-29,8.4,5.5,0.2,Metz
2022-11-30,8.0,4.8,0.7,Metz
2022-12-01,5.7,3.0,0.2,Metz
2022-12-02,3.1,-0.4,2.2,Metz
2022-12-03,2.9,0.9,0.0,Metz
2022-12-04,2.8,0.9,3.3,Metz
2022-12-05,4.8,1.0,0.7,Metz
2022-12-06,4.1,1.0,0.0,Metz
2022-12-07,3.5,-0.9,0.0,Metz
2022-12-08,3.2,-1.0,0.1,Metz
2022-12-09,2.5,-3.0,0.0,Metz
2022-12-10,1.5,-2.7,0.0,Metz
2022-12-11,0.1,-2.8,0.0,Metz
2022-12-12,-0.7,-5.1,0.0,Metz
2022-12-13,-0.5,-4.8,0.0,Metz
2022-12-14,-1.0,-2.5,3.1,Metz
2022-12-15,0.3,-4.7,0.0,Metz
2022-12-16,0.6,-6.2,0.0,Metz
2022-12-17,-0.8,-9.2,0.0,Metz
2022-12-18,3.5,-7.9,0.0,Metz
2022-12-19,8.8,2.0,1.9,Metz
2022-12-20,12.6,7.0,2.3,Metz
2022-12-21,10.9,8.4,6.0,Metz
2022-12-22,11.1,9.1,12.0,Metz
2022-12-23,13.2,9.8,7.2,Metz
2022-12-24,10.7,8.8,1.7,Metz
2022-12-25,11.9,7.8,0.6,Metz
2022-12-26,11.6,4.8,8.8,Metz
2022-12-27,7.1,2.2,0.0,Metz
2022-12-28,10.9,4.3,0.1,Metz
2022-12-29,11.1,6.8,5.3,Metz
2022-12-30,12.8,5.4,4.4,Metz
2022-12-31,15.7,12.6,0.7,Metz
2022-01-01,12.8,7.7,0.0,Reims
2022-01-02,13.2,7.8,0.4,Reims
2022-01-03,11.2,9.4,6.3,Reims
2022-01-04,10.9,5.7,26.9,Reims
2022-01-05,5.2,0.3,0.8,Reims
2022-01-06,5.0,0.3,0.1,Reims
2022-01-07,6.2,2.1,4.8,Reims
2022-01-08,7.5,0.5,9.7,Reims
2022-01-09,6.1,0.1,2.8,Reims
2022-01-10,3.3,-2.8,0.0,Reims
2022-01-11,2.8,-3.7,0.0,Reims
2022-01-12,1.4,-3.2,0.0,Reims
2022-01-13,3.3,-1.6,0.0,Reims
2022-01-14,6.8,-2.3,0.0,Reims
2022-01-15,4.9,-1.8,0.0,Reims
2022-01-16,2.8,-0.5,2.1,Reims
2022-01-17,5.2,-0.3,0.1,Reims
2022-01-18,8.4,-0.2,0.0,Reims
2022-01-19,5.4,-1.5,2.7,Reims
2022-01-20,5.7,0.2,0.7,Reims
2022-01-21,4.4,-0.9,0.3,Reims
2022-01-22,4.5,0.2,0.0,Reims
2022-01-23,5.4,1.5,0.2,Reims
2022-01-24,6.7,-2.5,0.0,Reims
2022-01-25,2.3,-3.3,0.0,Reims
2022-01-26,1.8,-0.4,0.0,Reims
2022-01-27,5.9,0.3,1.8,Reims
2022-01-28,6.3,2.0,0.0,Reims
2022-01-29,8.9,4.6,0.5,Reims
2022-01-30,8.7,0.6,0.7,Reims
2022-01-31,6.7,3.3,0.8,Reims
2022-02-01,8.6,0.3,0.8,Reims
2022-02-02,10.0,7.6,0.3,Reims
2022-02-03,8.1,4.5,0.0,Reims
2022-02-04,8.7,2.0,0.5,Reims
2022-02-05,7.8,1.4,0.1,Reims
2022-02-06,9.8,5.6,14.1,Reims
2022-02-07,7.4,1.6,0.1,Reims
2022-02-08,9.1,5.6,0.0,Reims
2022-02-09,11.9,2.8,0.0,Reims
2022-02-10,8.4,4.2,2.7,Reims
2022-02-11,6.4,-0.9,0.0,Reims
2022-02-12,6.4,-2.1,0.0,Reims
2022-02-13,10.2,-1.1,0.0,Reims
2022-02-14,9.9,5.2,0.6,Reims
2022-02-15,9.6,3.0,1.5,Reims
2022-02-16,13.4,7.8,6.4,Reims
2022-02-17,12.8,8.5,1.2,Reims
2022-02-18,11.9,5.6,2.3,Reims
2022-02-19,8.6,1.8,0.4,Reims
2022-02-20,11.4,7.2,0.7,Reims
2022-02-21,9.8,4.0,6.9,Reims
2022-02-22,10.4,3.8,0.7,Reims
2022-02-23,11.1,1.2,0.0,Reims
2022-02-24,11.1,2.9,3.3,Reims
2022-02-25,8.6,0.0,0.0,Reims
2022-02-26,7.8,-3.2,0.0,Reims
2022-02-27,9.2,-0.4,0.0,Reims
2022-02-28,9.5,-1.8,0.0,Reims
2022-03-01,8.8,-2.0,0.0,Reims
2022-03-02,10.6,0.9,0.1,Reims
2022-03-03,13.1,4.0,0.0,Reims
2022-03-04,10.8,-0.1,0.0,Reims
2022-03-05,9.4,-3.3,0.0,Reims
2022-03-06,7.1,-2.8,0.0,Reims
2022-03-07,5.1,-1.9,0.0,Reims
2022-03-08,10.0,-2.5,0.0,Reims
2022-03-09,12.9,-0.6,0.0,Reims
2022-03-10,14.9,2.3,0.0,Reims
2022-03-11,15.3,5.2,3.1,Reims
2022-03-12,12.1,6.0,1.1,Reims
2022-03-13,13.1,6.6,5.2,Reims
2022-03-14,13.8,4.4,0.0,Reims
2022-03-15,10.6,6.4,10.3,Reims
2022-03-16,17.2,7.0,0.0,Reims
2022-03-17,11.6,4.2,0.7,Reims
2022-03-18,13.6,1.8,0.0,Reims
2022-03-19,13.9,4.9,0.0,Reims
2022-03-20,10.9,-1.0,0.0,Reims
2022-03-21,16.0,3.3,0.0,Reims
2022-03-22,16.6,4.6,0.0,Reims
2022-03-23,17.2,3.3,0.0,Reims
2022-03-24,17.9,1.5,0.0,Reims
2022-03-25,17.1,2.7,0.0,Reims
2022-03-26,17.0,5.2,0.0,Reims
2022-03-27,18.8,4.7,0.0,Reims
2022-03-28,18.3,3.8,0.0,Reims
2022-03-29,16.1,6.7,2.0,Reims
2022-03-30,12.8,6.4,0.5,Reims
2022-03-31,7.7,1.4,2.8,Reims
2022-04-01,4.2,0.3,1.5,Reims
2022-04-02,3.8,-0.4,0.5,Reims
2022-04-03,7.3,-3.0,0.0,Reims
2022-04-04,8.1,-1.5,1.3,Reims
2022-04-05,12.5,5.5,0.8,Reims
2022-04-06,11.7,7.4,1.1,Reims
2022-04-07,12.8,7.3,4.5,Reims
2022-04-08,7.3,1.7,24.0,Reims
2022-04-09,9.1,1.5,0.7,Reims
2022-04-10,12.0,-0.1,0.0,Reims
2022-04-11,16.9,3.8,0.0,Reims
2022-04-12,19.1,7.9,0.0,Reims
2022-04-13,15.9,9.8,5.7,Reims
2022-04-14,18.6,9.4,0.5,Reims
2022-04-15,18.3,5.8,0.0,Reims
2022-04-16,16.1,6.2,0.0,Reims
2022-04-17,18.2,4.8,0.0,Reims
2022-04-18,17.5,4.2,0.0,Reims
2022-04-19,18.0,6.1,0.0,Reims
2022-04-20,16.6,7.1,0.0,Reims
2022-04-21,18.2,5.3,0.0,Reims
2022-04-22,16.6,8.6,0.0,Reims
2022-04-23,18.9,8.2,0.6,Reims
2022-04-24,17.1,6.3,0.0,Reims
2022-04-25,15.1,6.2,0.1,Reims
2022-04-26,14.1,4.9,0.8,Reims
2022-04-27,17.3,3.6,0.0,Reims
2022-04-28,20.1,6.6,0.0,Reims
2022-04-29,18.7,7.4,3.3,Reims
2022-04-30,15.2,5.3,0.0,Reims
2022-05-01,13.9,3.7,0.1,Reims
2022-05-02,17.5,6.2,0.1,Reims
2022-05-03,18.8,8.5,0.2,Reims
2022-05-04,17.5,8.2,0.0,Reims
2022-05-05,16.8,7.9,0.3,Reims
2022-05-06,19.5,7.7,0.1,Reims
2022-05-07,19.8,9.4,0.1,Reims
2022-05-08,20.4,9.4,0.2,Reims
2022-05-09,23.9,8.1,0.0,Reims
2022-05-10,24.8,11.6,0.0,Reims
2022-05-11,25.0,11.8,0.0,Reims
2022-05-12,19.0,10.4,0.0,Reims
2022-05-13,19.4,7.8,0.0,Reims
2022-05-14,21.4,7.5,0.0,Reims
2022-05-15,26.9,8.8,0.8,Reims
2022-05-16,22.2,15.2,2.2,Reims
2022-05-17,25.9,15.1,0.2,Reims
2022-05-18,26.7,15.4,0.0,Reims
2022-05-19,26.5,15.9,0.0,Reims
2022-05-20,22.5,12.0,39.7,Reims
2022-05-21,20.5,10.6,0.0,Reims
2022-05-22,22.2,10.1,1.4,Reims
2022-05-23,21.1,13.6,26.3,Reims
2022-05-24,16.6,10.4,8.2,Reims
2022-05-25,18.3,7.4,0.0,Reims
2022-05-26,19.5,13.4,0.3,Reims
2022-05-27,19.5,12.0,0.4,Reims
2022-05-28,17.4,7.1,0.2,Reims
2022-05-29,15.4,5.7,0.1,Reims
2022-05-30,16.2,5.4,0.1,Reims
2022-05-31,19.4,7.4,0.3,Reims
2022-06-01,19.1,7.6,0.0,Reims
2022-06-02,22.4,7.7,0.0,Reims
2022-06-03,23.9,12.6,0.5,Reims
2022-06-04,27.0,13.4,0.5,Reims
2022-06-05,22.9,14.6,1.4,Reims
2022-06-06,19.2,12.2,2.0,Reims
2022-06-07,19.5,12.6,1.3,Reims
2022-06-08,17.5,13.1,12.3,Reims
2022-06-09,18.7,10.9,0.8,Reims
2022-06-10,22.2,11.9,0.0,Reims
2022-06-11,23.6,12.9,0.2,Reims
2022-06-12,21.8,11.6,0.0,Reims
2022-06-13,19.5,9.1,0.0,Reims
2022-06-14,23.1,9.1,0.0,Reims
2022-06-15,27.5,10.4,0.0,Reims
2022-06-16,25.9,13.6,0.0,Reims
2022-06-17,29.9,12.9,0.0,Reims
2022-06-18,33.0,18.5,0.0,Reims
2022-06-19,25.4,16.0,0.0,Reims
2022-06-20,20.4,14.8,12.7,Reims
2022-06-21,22.1,13.1,5.3,Reims
2022-06-22,24.0,14.4,2.6,Reims
2022-06-23,24.9,16.0,3.8,Reims
2022-06-24,22.8,16.4,2.2,Reims
2022-06-25,21.7,15.4,9.3,Reims
2022-06-26,18.7,12.9,0.6,Reims
2022-06-27,20.1,13.7,1.0,Reims
2022-06-28,24.4,10.2,0.0,Reims
2022-06-29,25.8,11.8,0.0,Reims
2022-06-30,16.9,12.6,18.3,Reims
2022-07-01,20.0,11.3,0.6,Reims
2022-07-02,24.7,9.9,0.0,Reims
2022-07-03,22.7,11.8,0.0,Reims
2022-07-04,23.5,10.4,0.0,Reims
2022-07-05,23.0,10.7,0.0,Reims
2022-07-06,22.9,9.6,0.0,Reims
2022-07-07,20.2,13.2,0.5,Reims
2022-07-08,23.6,9.9,0.0,Reims
2022-07-09,26.5,11.9,0.0,Reims
2022-07-10,24.9,12.0,0.0,Reims
2022-07-11,26.3,12.8,0.0,Reims
2022-07-12,29.0,14.2,0.0,Reims
2022-07-13,32.5,18.8,0.0,Reims
2022-07-14,28.5,16.7,0.0,Reims
2022-07-15,23.6,13.6,0.0,Reims
2022-07-16,25.5,11.4,0.0,Reims
2022-07-17,28.2,13.0,0.0,Reims
2022-07-18,34.7,14.9,0.0,Reims
2022-07-19,37.2,20.0,0.0,Reims
2022-07-20,26.7,18.1,10.6,Reims
2022-07-21,25.0,15.9,0.9,Reims
2022-07-22,26.0,15.7,3.0,Reims
2022-07-23,26.2,16.0,0.2,Reims
2022-07-24,30.6,15.6,0.0,Reims
2022-07-25,26.0,18.0,0.9,Reims
2022-07-26,22.0,14.7,0.4,Reims
2022-07-27,23.4,13.7,0.0,Reims
2022-07-28,25.8,13.9,0.0,Reims
2022-07-29,26.5,13.1,0.0,Reims
2022-07-30,28.5,14.1,0.0,Reims
2022-07-31,26.2,15.4,0.0,Reims
2022-08-01,24.2,16.9,1.1,Reims
2022-08-02,29.7,14.9,0.0,Reims
2022-08-03,33.2,15.9,0.0,Reims
2022-08-04,29.8,19.5,0.1,Reims
2022-08-05,24.6,16.2,9.2,Reims
2022-08-06,22.4,11.3,0.0,Reims
2022-08-07,25.2,12.6,0.0,Reims
2022-08-08,27.4,13.6,0.0,Reims
2022-08-09,29.7,14.8,0.0,Reims
2022-08-10,30.9,17.5,0.0,Reims
2022-08-11,30.5,16.8,0.0,Reims
2022-08-12,31.5,16.3,0.0,Reims
2022-08-13,30.5,17.4,0.0,Reims
2022-08-14,30.2,16.9,0.3,Reims
2022-08-15,25.3,17.0,0.8,Reims
2022-08-16,27.3,15.9,0.0,Reims
2022-08-17,26.1,17.0,1.3,Reims
2022-08-18,26.0,15.6,0.5,Reims
2022-08-19,23.5,15.1,2.2,Reims
2022-08-20,24.6,13.8,0.8,Reims
2022-08-21,24.6,12.1,0.0,Reims
2022-08-22,25.8,15.1,0.0,Reims
2022-08-23,27.9,15.1,0.5,Reims
2022-08-24,31.5,16.2,0.0,Reims
2022-08-25,31.7,17.3,0.0,Reims
2022-08-26,24.0,17.2,0.7,Reims
2022-08-27,22.5,13.2,0.1,Reims
2022-08-28,25.6,13.3,0.0,Reims
2022-08-29,27.3,16.0,0.0,Reims
2022-08-30,26.5,16.1,0.0,Reims
2022-08-31,26.4,14.4,0.0,Reims
2022-09-01,26.2,15.8,0.0,Reims
2022-09-02,27.7,14.4,0.6,Reims
2022-09-03,24.8,14.9,0.3,Reims
2022-09-04,27.1,15.5,0.0,Reims
2022-09-05,28.5,17.3,2.4,Reims
2022-09-06,26.9,16.5,4.3,Reims
2022-09-07,24.5,15.9,3.2,Reims
2022-09-08,21.2,14.4,10.3,Reims
2022-09-09,19.9,13.8,8.5,Reims
2022-09-10,18.9,14.1,6.0,Reims
2022-09-11,20.2,11.2,0.0,Reims
2022-09-12,24.4,11.5,0.0,Reims
2022-09-13,26.2,15.9,0.1,Reims
2022-09-14,23.9,16.6,10.5,Reims
2022-09-15,19.0,14.0,1.9,Reims
2022-09-16,16.2,9.1,0.0,Reims
2022-09-17,15.1,8.1,0.3,Reims
2022-09-18,16.2,7.1,0.0,Reims
2022-09-19,15.6,7.6,0.0,Reims
2022-09-20,15.1,5.8,0.0,Reims
2022-09-21,17.2,5.2,0.0,Reims
2022-09-22,18.1,4.4,0.0,Reims
2022-09-23,18.4,6.9,0.0,Reims
2022-09-24,16.8,10.4,1.3,Reims
2022-09-25,16.5,9.1,0.1,Reims
2022-09-26,15.2,8.1,10.9,Reims
2022-09-27,12.3,8.4,6.7,Reims
2022-09-28,14.1,7.1,0.6,Reims
2022-09-29,13.9,5.2,0.0,Reims
2022-09-30,15.9,3.5,0.2,Reims
2022-10-01,18.0,10.8,6.4,Reims
2022-10-02,17.2,9.1,19.0,Reims
2022-10-03,14.5,7.5,0.0,Reims
2022-10-04,18.5,5.7,0.0,Reims
2022-10-05,19.9,10.9,0.3,Reims
2022-10-06,17.1,9.6,0.0,Reims
2022-10-07,16.9,6.7,0.0,Reims
2022-10-08,15.8,6.4,0.0,Reims
2022-10-09,17.6,4.2,0.0,Reims
2022-10-10,19.8,8.1,0.6,Reims
2022-10-11,15.8,6.4,0.0,Reims
2022-10-12,17.9,3.8,0.0,Reims
2022-10-13,15.8,9.9,1.9,Reims
2022-10-14,16.0,12.3,5.2,Reims
2022-10-15,19.5,13.4,6.6,Reims
2022-10-16,18.9,13.1,1.1,Reims
2022-10-17,20.2,15.5,7.1,Reims
2022-10-18,19.4,14.1,2.3,Reims
2022-10-19,20.1,12.9,0.0,Reims
2022-10-20,20.7,14.1,6.5,Reims
2022-10-21,19.0,14.9,7.5,Reims
2022-10-22,19.4,13.1,0.0,Reims
2022-10-23,21.3,14.1,2.7,Reims
2022-10-24,18.6,13.1,0.5,Reims
2022-10-25,18.0,11.5,0.0,Reims
2022-10-26,20.3,13.2,0.6,Reims
2022-10-27,20.7,13.2,0.6,Reims
2022-10-28,22.4,15.6,0.0,Reims
2022-10-29,21.1,14.7,0.0,Reims
2022-10-30,20.2,11.4,0.0,Reims
2022-10-31,19.0,10.7,7.4,Reims
2022-11-01,17.1,10.2,0.0,Reims
2022-11-02,14.5,9.6,0.0,Reims
2022-11-03,13.6,8.6,4.2,Reims
2022-11-04,10.5,6.4,2.4,Reims
2022-11-05,10.9,3.7,0.0,Reims
2022-11-06,11.1,8.3,7.7,Reims
2022-11-07,14.9,10.2,0.0,Reims
2022-11-08,16.2,9.6,0.6,Reims
2022-11-09,14.1,9.2,0.5,Reims
2022-11-10,12.8,6.6,0.0,Reims
2022-11-11,11.1,5.4,0.0,Reims
2022-11-12,14.2,6.3,0.0,Reims
2022-11-13,11.6,3.5,0.0,Reims
2022-11-14,11.9,1.4,0.9,Reims
2022-11-15,12.4,7.8,5.1,Reims
2022-11-16,12.4,7.8,7.5,Reims
2022-11-17,12.0,8.4,2.6,Reims
2022-11-18,10.1,5.6,0.9,Reims
2022-11-19,9.9,4.0,0.2,Reims
2022-11-20,8.1,3.7,2.8,Reims
2022-11-21,8.2,5.2,3.6,Reims
2022-11-22,9.1,4.1,0.8,Reims
2022-11-23,9.3,3.8,2.7,Reims
2022-11-24,11.1,6.6,0.1,Reims
2022-11-25,10.6,5.8,2.5,Reims
2022-11-26,7.3,2.0,0.0,Reims
2022-11-27,8.6,3.8,4.2,Reims
2022-11-28,9.8,5.6,11.4,Reims
2022-11-29,7.6,3.3,1.0,Reims
2022-11-30,7.8,3.7,0.0,Reims
2022-12-01,6.7,3.5,0.1,Reims
2022-12-02,4.6,2.3,2.0,Reims
2022-12-03,3.5,1.0,0.0,Reims
2022-12-04,3.8,-0.8,5.8,Reims
2022-12-05,2.2,0.8,4.7,Reims
2022-12-06,4.4,-0.4,0.0,Reims
2022-12-07,3.5,-0.9,0.0,Reims
2022-12-08,3.9,0.6,1.2,Reims
2022-12-09,1.1,-1.4,0.0,Reims
2022-12-10,-0.1,-2.5,0.0,Reims
2022-12-11,0.6,-1.9,0.0,Reims
2022-12-12,0.3,-4.4,0.0,Reims
2022-12-13,0.6,-4.2,0.0,Reims
2022-12-14,0.2,-3.0,2.8,Reims
2022-12-15,0.8,-5.8,0.0,Reims
2022-12-16,0.2,-5.2,0.0,Reims
2022-12-17,-1.2,-5.8,0.0,Reims
2022-12-18,4.3,-6.8,0.4,Reims
2022-12-19,10.3,3.7,4.9,Reims
2022-12-20,11.3,8.8,10.5,Reims
2022-12-21,11.1,8.9,11.5,Reims
2022-12-22,12.4,9.9,21.4,Reims
2022-12-23,13.9,10.4,6.7,Reims
2022-12-24,11.9,9.2,0.3,Reims
2022-12-25,13.0,8.8,1.8,Reims
2022-12-26,12.1,4.4,6.1,Reims
2022-12-27,7.9,3.0,0.3,Reims
2022-12-28,10.7,7.0,3.7,Reims
2022-12-29,11.2,6.2,1.2,Reims
2022-12-30,13.4,5.4,8.2,Reims
2022-12-31,15.6,13.9,0.5,Reims
2022-01-01,9.6,2.9,0.0,Lyon
2022-01-02,8.9,3.2,0.0,Lyon
2022-01-03,12.7,3.5,0.6,Lyon
2022-01-04,10.8,7.2,2.1,Lyon
2022-01-05,7.2,-0.1,5.6,Lyon
2022-01-06,4.7,-0.1,0.0,Lyon
2022-01-07,2.0,-2.5,2.0,Lyon
2022-01-08,5.6,1.2,10.0,Lyon
2022-01-09,6.7,2.2,5.6,Lyon
2022-01-10,5.1,-0.2,0.3,Lyon
2022-01-11,3.6,-1.0,0.0,Lyon
2022-01-12,2.7,-2.5,0.0,Lyon
2022-01-13,1.7,-3.6,0.0,Lyon
2022-01-14,2.7,-4.6,0.0,Lyon
2022-01-15,2.6,-3.8,0.0,Lyon
2022-01-16,1.8,-4.3,0.0,Lyon
2022-01-17,3.0,-3.2,0.0,Lyon
2022-01-18,4.2,-2.8,0.0,Lyon
2022-01-19,3.0,-3.4,0.1,Lyon
2022-01-20,3.5,-0.9,0.9,Lyon
2022-01-21,3.8,-0.4,0.0,Lyon
2022-01-22,4.7,-0.8,0.0,Lyon
2022-01-23,4.1,-0.1,0.0,Lyon
2022-01-24,5.8,-2.3,0.0,Lyon
2022-01-25,5.3,-3.2,0.0,Lyon
2022-01-26,0.9,-3.0,0.0,Lyon
2022-01-27,-0.2,-3.7,0.0,Lyon
2022-01-28,4.8,-4.8,0.0,Lyon
2022-01-29,2.3,-3.0,0.0,Lyon
2022-01-30,7.6,1.7,0.0,Lyon
2022-01-31,7.3,2.2,1.8,Lyon
2022-02-01,4.4,0.0,1.5,Lyon
2022-02-02,10.8,2.0,1.2,Lyon
2022-02-03,9.2,0.3,0.0,Lyon
2022-02-04,9.1,1.9,0.0,Lyon
2022-02-05,8.1,-1.0,0.4,Lyon
2022-02-06,8.9,-2.7,0.8,Lyon
2022-02-07,8.6,0.8,2.5,Lyon
2022-02-08,9.6,-1.8,0.0,Lyon
2022-02-09,12.2,-3.9,0.0,Lyon
2022-02-10,12.7,-0.3,0.0,Lyon
2022-02-11,6.9,0.9,2.4,Lyon
2022-02-12,7.8,-3.5,0.0,Lyon
2022-02-13,11.1,2.3,0.0,Lyon
2022-02-14,8.6,3.2,13.6,Lyon
2022-02-15,8.9,2.1,0.5,Lyon
2022-02-16,7.7,4.4,9.0,Lyon
2022-02-17,15.6,6.9,1.5,Lyon
2022-02-18,17.5,4.9,0.2,Lyon
2022-02-19,9.6,2.2,0.0,Lyon
2022-02-20,11.3,0.3,0.0,Lyon
2022-02-21,8.8,6.4,4.1,Lyon
2022-02-22,11.4,6.0,0.5,Lyon
2022-02-23,13.2,2.8,0.2,Lyon
2022-02-24,14.4,2.3,0.1,Lyon
2022-02-25,8.6,2.4,0.1,Lyon
2022-02-26,10.1,-0.7,0.0,Lyon
2022-02-27,10.7,-2.4,0.0,Lyon
2022-02-28,11.6,-1.8,0.0,Lyon
2022-03-01,12.5,-0.3,0.0,Lyon
2022-03-02,12.2,2.8,0.0,Lyon
2022-03-03,13.4,3.1,0.0,Lyon
2022-03-04,12.9,2.8,0.0,Lyon
2022-03-05,10.0,-1.3,0.0,Lyon
2022-03-06,7.8,-2.9,0.0,Lyon
2022-03-07,9.1,-3.1,0.0,Lyon
2022-03-08,12.4,-3.3,0.0,Lyon
2022-03-09,13.4,-0.3,0.0,Lyon
2022-03-10,14.2,2.8,0.1,Lyon
2022-03-11,13.7,7.4,0.7,Lyon
2022-03-12,10.7,6.8,1.6,Lyon
2022-03-13,13.1,6.2,12.4,Lyon
2022-03-14,12.6,2.6,8.8,Lyon
2022-03-15,16.8,8.4,5.9,Lyon
2022-03-16,18.5,7.7,0.0,Lyon
2022-03-17,12.9,7.1,0.0,Lyon
2022-03-18,12.6,6.8,0.0,Lyon
2022-03-19,14.9,5.1,0.0,Lyon
2022-03-20,14.6,4.3,0.0,Lyon
2022-03-21,15.6,6.6,0.0,Lyon
2022-03-22,14.8,2.4,0.0,Lyon
2022-03-23,15.8,1.4,0.0,Lyon
2022-03-24,17.8,4.2,0.0,Lyon
2022-03-25,18.6,4.5,0.0,Lyon
2022-03-26,18.9,5.8,0.0,Lyon
2022-03-27,19.1,3.2,0.0,Lyon
2022-03-28,21.0,4.2,0.0,Lyon
2022-03-29,18.4,8.4,2.5,Lyon
2022-03-30,15.4,8.8,8.4,Lyon
2022-03-31,12.1,4.9,2.2,Lyon
2022-04-01,5.3,1.6,9.0,Lyon
2022-04-02,3.7,0.4,4.7,Lyon
2022-04-03,5.5,0.0,0.0,Lyon
2022-04-04,9.1,-1.0,0.0,Lyon
2022-04-05,13.2,-0.1,0.0,Lyon
2022-04-06,15.4,4.9,1.3,Lyon
2022-04-07,14.7,6.8,2.5,Lyon
2022-04-08,17.4,10.3,2.2,Lyon
2022-04-09,10.9,3.2,2.5,Lyon
2022-04-10,13.1,-0.2,0.0,Lyon
2022-04-11,16.5,3.8,0.0,Lyon
2022-04-12,18.6,10.5,0.6,Lyon
2022-04-13,20.0,8.9,0.0,Lyon
2022-04-14,20.9,9.7,0.0,Lyon
2022-04-15,21.4,10.8,0.0,Lyon
2022-04-16,20.5,10.9,0.0,Lyon
2022-04-17,17.9,6.5,0.0,Lyon
2022-04-18,19.2,5.3,0.0,Lyon
2022-04-19,20.6,6.2,0.0,Lyon
2022-04-20,20.5,5.8,0.0,Lyon
2022-04-21,19.5,11.2,1.0,Lyon
2022-04-22,20.3,6.8,0.0,Lyon
2022-04-23,15.8,9.5,13.8,Lyon
2022-04-24,16.4,6.8,3.6,Lyon
2022-04-25,16.0,9.3,1.6,Lyon
2022-04-26,17.4,6.4,0.0,Lyon
2022-04-27,19.5,5.6,0.0,Lyon
2022-04-28,21.6,6.1,0.0,Lyon
2022-04-29,21.2,6.4,0.0,Lyon
2022-04-30,19.2,7.9,0.1,Lyon
2022-05-01,18.2,7.3,0.0,Lyon
2022-05-02,19.6,7.8,0.0,Lyon
2022-05-03,20.6,7.9,0.1,Lyon
2022-05-04,21.5,8.7,2.0,Lyon
2022-05-05,17.5,11.2,0.8,Lyon
2022-05-06,18.5,9.4,0.5,Lyon
2022-05-07,21.4,11.5,0.0,Lyon
2022-05-08,22.6,12.7,0.3,Lyon
2022-05-09,23.1,11.4,0.0,Lyon
2022-05-10,25.6,11.1,0.0,Lyon
2022-05-11,27.9,13.9,0.0,Lyon
2022-05-12,26.9,13.8,0.9,Lyon
2022-05-13,22.7,13.8,2.0,Lyon
2022-05-14,25.5,13.4,0.0,Lyon
2022-05-15,28.1,12.6,0.0,Lyon
2022-05-16,26.6,15.8,0.0,Lyon
2022-05-17,28.9,15.4,0.0,Lyon
2022-05-18,30.6,16.2,0.0,Lyon
2022-05-19,30.8,18.7,0.0,Lyon
2022-05-20,29.8,19.5,0.0,Lyon
2022-05-21,29.7,18.4,0.0,Lyon
2022-05-22,30.1,16.9,0.0,Lyon
2022-05-23,27.5,16.4,25.0,Lyon
2022-05-24,20.9,14.6,0.8,Lyon
2022-05-25,21.5,11.9,0.0,Lyon
2022-05-26,21.2,11.9,0.0,Lyon
2022-05-27,22.9,12.6,0.0,Lyon
2022-05-28,21.9,13.0,0.0,Lyon
